,Sensirion T (deg C),Sensirion Vol. flow (ln/min)
2024-08-19 09:43:00.090491,24.845,5.695945648954699
2024-08-19 09:43:00.100491,24.805,5.6967930077242555
2024-08-19 09:43:00.110491,24.85,5.696369328339477
2024-08-19 09:43:00.125498,24.83,5.701453480956812
2024-08-19 09:43:00.135498,24.845,5.703571877880703
2024-08-19 09:43:00.145498,24.845,5.702300839726369
2024-08-19 09:43:00.149913,24.82,5.705690274804592
2024-08-19 09:43:00.159913,24.805,5.700606122187257
2024-08-19 09:43:00.169913,24.9,5.701029801572035
2024-08-19 09:43:00.180083,24.825,5.698487725263367
2024-08-19 09:43:00.190083,24.825,5.7048429160350365
2024-08-19 09:43:00.200083,24.87,5.699335084032922
2024-08-19 09:43:00.214880,24.81,5.708656030498038
2024-08-19 09:43:00.224880,24.905,5.701029801572035
2024-08-19 09:43:00.234880,24.905,5.704419236650258
2024-08-19 09:43:00.239431,24.825,5.710350748037149
2024-08-19 09:43:00.249431,24.855,5.697216687109034
2024-08-19 09:43:00.259431,24.88,5.70611395418937
2024-08-19 09:43:00.279546,24.85,5.703148198495925
2024-08-19 09:43:00.289546,24.825,5.701453480956812
2024-08-19 09:43:00.299546,24.82,5.703995557265481
2024-08-19 09:43:00.309546,24.825,5.704419236650258
2024-08-19 09:43:00.318551,24.895,5.698911404648145
2024-08-19 09:43:00.328551,24.845,5.70823235111326
2024-08-19 09:43:00.338551,24.825,5.699758763417701
2024-08-19 09:43:00.348554,24.83,5.702724519111147
2024-08-19 09:43:00.358554,24.865,5.698487725263367
2024-08-19 09:43:00.361153,24.835,5.701453480956812
2024-08-19 09:43:00.371153,24.81,5.695098290185144
2024-08-19 09:43:00.381153,24.86,5.6955219695699215
2024-08-19 09:43:00.391153,24.86,5.699335084032922
2024-08-19 09:43:00.403219,24.835,5.690861496337363
2024-08-19 09:43:00.413219,24.835,5.696369328339477
2024-08-19 09:43:00.423219,24.815,5.695098290185144
2024-08-19 09:43:00.425472,24.9,5.699758763417701
2024-08-19 09:43:00.435472,24.825,5.692979893261253
2024-08-19 09:43:00.445472,24.825,5.695945648954699
2024-08-19 09:43:00.459546,24.845,5.694250931415588
2024-08-19 09:43:00.469546,24.835,5.688319420028696
2024-08-19 09:43:00.479546,24.82,5.701877160341591
2024-08-19 09:43:00.492408,24.855,5.6874720612591405
2024-08-19 09:43:00.502408,24.865,5.6967930077242555
2024-08-19 09:43:00.512408,24.88,5.69382725203081
2024-08-19 09:43:00.524356,24.905,5.697216687109034
2024-08-19 09:43:00.534356,24.885,5.695945648954699
2024-08-19 09:43:00.544356,24.875,5.7048429160350365
2024-08-19 09:43:00.554356,24.865,5.6967930077242555
2024-08-19 09:43:00.560309,24.94,5.703148198495925
2024-08-19 09:43:00.570309,24.825,5.700182442802479
2024-08-19 09:43:00.580309,24.855,5.703571877880703
2024-08-19 09:43:00.590652,24.895,5.702724519111147
2024-08-19 09:43:00.600652,24.85,5.703571877880703
2024-08-19 09:43:00.610652,24.86,5.698064045878589
2024-08-19 09:43:00.619099,24.89,5.698487725263367
2024-08-19 09:43:00.629099,24.885,5.706961312958926
2024-08-19 09:43:00.639099,24.845,5.697640366493811
2024-08-19 09:43:00.649933,24.82,5.701877160341591
2024-08-19 09:43:00.659933,24.86,5.705266595419815
2024-08-19 09:43:00.669933,24.865,5.70611395418937
2024-08-19 09:43:00.682701,24.88,5.707384992343703
2024-08-19 09:43:00.692701,24.905,5.703571877880703
2024-08-19 09:43:00.702701,24.775,5.707384992343703
2024-08-19 09:43:00.711681,24.88,5.701029801572035
2024-08-19 09:43:00.721681,24.88,5.704419236650258
2024-08-19 09:43:00.731681,24.835,5.701453480956812
2024-08-19 09:43:00.737158,24.925,5.703148198495925
2024-08-19 09:43:00.747158,24.88,5.709503389267594
2024-08-19 09:43:00.757158,24.87,5.699758763417701
2024-08-19 09:43:00.767158,24.905,5.701029801572035
2024-08-19 09:43:00.780818,24.845,5.703995557265481
2024-08-19 09:43:00.790818,24.905,5.702300839726369
2024-08-19 09:43:00.800818,24.865,5.701877160341591
2024-08-19 09:43:00.805080,24.85,5.705690274804592
2024-08-19 09:43:00.815080,24.89,5.70611395418937
2024-08-19 09:43:00.825080,24.86,5.706961312958926
2024-08-19 09:43:00.837640,24.86,5.698487725263367
2024-08-19 09:43:00.847640,24.875,5.700182442802479
2024-08-19 09:43:00.857640,24.865,5.698064045878589
2024-08-19 09:43:00.864469,24.9,5.704419236650258
2024-08-19 09:43:00.874469,24.835,5.701453480956812
2024-08-19 09:43:00.884469,24.88,5.699335084032922
2024-08-19 09:43:00.894469,24.84,5.703148198495925
2024-08-19 09:43:00.905625,24.855,5.703571877880703
2024-08-19 09:43:00.915625,24.895,5.694674610800366
2024-08-19 09:43:00.924165,24.895,5.698911404648145
2024-08-19 09:43:00.934165,24.88,5.702724519111147
2024-08-19 09:43:00.944165,24.85,5.691708855106919
2024-08-19 09:43:00.954165,24.885,5.700182442802479
2024-08-19 09:43:00.962403,24.85,5.693403572646032
2024-08-19 09:43:00.972403,24.865,5.696369328339477
2024-08-19 09:43:00.982403,24.915,5.694250931415588
2024-08-19 09:43:00.999772,24.835,5.6887430994134744
2024-08-19 09:43:01.009772,24.87,5.693403572646032
2024-08-19 09:43:01.020924,24.895,5.6887430994134744
2024-08-19 09:43:01.030924,24.765,5.695945648954699
2024-08-19 09:43:01.040924,24.83,5.686624702489585
2024-08-19 09:43:01.050924,24.78,5.690437816952586
2024-08-19 09:43:01.055388,24.81,5.698487725263367
2024-08-19 09:43:01.065388,24.88,5.694674610800366
2024-08-19 09:43:01.075388,24.785,5.692132534491697
2024-08-19 09:43:01.083417,24.89,5.697216687109034
2024-08-19 09:43:01.093417,24.84,5.6874720612591405
2024-08-19 09:43:01.103417,24.88,5.691708855106919
2024-08-19 09:43:01.115596,24.925,5.694250931415588
2024-08-19 09:43:01.125596,24.845,5.69382725203081
2024-08-19 09:43:01.135596,24.845,5.6967930077242555
2024-08-19 09:43:01.145212,24.945,5.698064045878589
2024-08-19 09:43:01.155212,24.865,5.697216687109034
2024-08-19 09:43:01.165212,24.84,5.690014137567808
2024-08-19 09:43:01.175212,24.88,5.694674610800366
2024-08-19 09:43:01.183992,24.89,5.694674610800366
2024-08-19 09:43:01.193992,24.825,5.695945648954699
2024-08-19 09:43:01.203992,24.865,5.693403572646032
2024-08-19 09:43:01.213370,24.83,5.696369328339477
2024-08-19 09:43:01.223370,24.91,5.6912851757221405
2024-08-19 09:43:01.233370,24.86,5.692556213876475
2024-08-19 09:43:01.244414,24.88,5.6955219695699215
2024-08-19 09:43:01.254414,24.875,5.682811588026582
2024-08-19 09:43:01.264414,24.845,5.697640366493811
2024-08-19 09:43:01.277669,24.97,5.6912851757221405
2024-08-19 09:43:01.287669,24.845,5.6912851757221405
2024-08-19 09:43:01.297669,24.925,5.694674610800366
2024-08-19 09:43:01.305849,24.87,5.6967930077242555
2024-08-19 09:43:01.315849,24.93,5.695098290185144
2024-08-19 09:43:01.325849,24.91,5.695945648954699
2024-08-19 09:43:01.344875,24.895,5.693403572646032
2024-08-19 09:43:01.354875,24.97,5.700182442802479
2024-08-19 09:43:01.364875,24.925,5.699758763417701
2024-08-19 09:43:01.372770,24.885,5.698064045878589
2024-08-19 09:43:01.382770,24.945,5.702300839726369
2024-08-19 09:43:01.392770,24.995,5.692979893261253
2024-08-19 09:43:01.396777,24.89,5.7048429160350365
2024-08-19 09:43:01.406777,24.94,5.699758763417701
2024-08-19 09:43:01.416777,24.915,5.696369328339477
2024-08-19 09:43:01.426777,24.925,5.702300839726369
2024-08-19 09:43:01.430002,24.925,5.701029801572035
2024-08-19 09:43:01.440002,24.86,5.701877160341591
2024-08-19 09:43:01.450002,24.92,5.699758763417701
2024-08-19 09:43:01.464950,24.91,5.700606122187257
2024-08-19 09:43:01.474950,24.875,5.693403572646032
2024-08-19 09:43:01.484950,24.84,5.707384992343703
2024-08-19 09:43:01.494614,24.86,5.698487725263367
2024-08-19 09:43:01.504614,24.895,5.703148198495925
2024-08-19 09:43:01.514614,24.925,5.699758763417701
2024-08-19 09:43:01.520610,24.91,5.703995557265481
2024-08-19 09:43:01.530610,24.865,5.696369328339477
2024-08-19 09:43:01.540610,24.835,5.704419236650258
2024-08-19 09:43:01.550610,24.89,5.702300839726369
2024-08-19 09:43:01.558435,24.88,5.707808671728482
2024-08-19 09:43:01.568435,24.975,5.699335084032922
2024-08-19 09:43:01.578435,24.865,5.706537633574149
2024-08-19 09:43:01.596959,24.88,5.703148198495925
2024-08-19 09:43:01.606959,24.895,5.697640366493811
2024-08-19 09:43:01.616959,24.865,5.700606122187257
2024-08-19 09:43:01.633965,24.905,5.705690274804592
2024-08-19 09:43:01.643965,24.89,5.701877160341591
2024-08-19 09:43:01.645496,24.955,5.701029801572035
2024-08-19 09:43:01.655496,24.87,5.706961312958926
2024-08-19 09:43:01.665496,24.86,5.695945648954699
2024-08-19 09:43:01.675496,24.875,5.703148198495925
2024-08-19 09:43:01.679522,24.955,5.703995557265481
2024-08-19 09:43:01.689522,24.905,5.698064045878589
2024-08-19 09:43:01.699522,24.875,5.701877160341591
2024-08-19 09:43:01.709028,24.91,5.701877160341591
2024-08-19 09:43:01.719028,24.9,5.701029801572035
2024-08-19 09:43:01.729028,24.845,5.698064045878589
2024-08-19 09:43:01.733043,24.895,5.704419236650258
2024-08-19 09:43:01.743043,24.945,5.698487725263367
2024-08-19 09:43:01.753043,24.905,5.698911404648145
2024-08-19 09:43:01.763043,24.79,5.697640366493811
2024-08-19 09:43:01.773549,24.915,5.705266595419815
2024-08-19 09:43:01.783549,24.865,5.703571877880703
2024-08-19 09:43:01.793549,24.92,5.705690274804592
2024-08-19 09:43:01.821297,24.925,5.704419236650258
2024-08-19 09:43:01.830551,24.845,5.705266595419815
2024-08-19 09:43:01.831297,24.865,5.692979893261253
2024-08-19 09:43:01.840551,24.9,5.70611395418937
2024-08-19 09:43:01.850551,24.84,5.698064045878589
2024-08-19 09:43:01.860551,24.995,5.705690274804592
2024-08-19 09:43:01.870058,24.905,5.703571877880703
2024-08-19 09:43:01.880058,24.925,5.698064045878589
2024-08-19 09:43:01.890058,24.95,5.702300839726369
2024-08-19 09:43:01.895315,24.875,5.699758763417701
2024-08-19 09:43:01.905315,24.865,5.703148198495925
2024-08-19 09:43:01.915315,24.91,5.700606122187257
2024-08-19 09:43:01.925315,24.945,5.6967930077242555
2024-08-19 09:43:01.940620,24.935,5.70611395418937
2024-08-19 09:43:01.950620,24.86,5.700606122187257
2024-08-19 09:43:01.953438,24.94,5.702724519111147
2024-08-19 09:43:01.963438,24.87,5.708656030498038
2024-08-19 09:43:01.973438,24.88,5.703995557265481
2024-08-19 09:43:01.983438,24.885,5.702724519111147
2024-08-19 09:43:01.995202,24.865,5.709079709882815
2024-08-19 09:43:02.005202,24.9,5.701453480956812
2024-08-19 09:43:02.015202,24.915,5.702724519111147
2024-08-19 09:43:02.036404,24.965,5.698911404648145
2024-08-19 09:43:02.044480,24.915,5.702724519111147
2024-08-19 09:43:02.046404,24.905,5.692979893261253
2024-08-19 09:43:02.054480,25.025,5.701029801572035
2024-08-19 09:43:02.064480,24.95,5.698064045878589
2024-08-19 09:43:02.074480,24.865,5.702724519111147
2024-08-19 09:43:02.093067,24.905,5.707808671728482
2024-08-19 09:43:02.103067,24.845,5.705690274804592
2024-08-19 09:43:02.113067,24.905,5.705266595419815
2024-08-19 09:43:02.122066,24.91,5.699758763417701
2024-08-19 09:43:02.132066,24.955,5.702300839726369
2024-08-19 09:43:02.142066,24.905,5.709503389267594
2024-08-19 09:43:02.142503,24.915,5.697640366493811
2024-08-19 09:43:02.152503,24.985,5.709079709882815
2024-08-19 09:43:02.162503,24.975,5.698064045878589
2024-08-19 09:43:02.172503,24.935,5.706537633574149
2024-08-19 09:43:02.183618,24.925,5.697640366493811
2024-08-19 09:43:02.193618,24.925,5.711198106806706
2024-08-19 09:43:02.203618,24.945,5.700182442802479
2024-08-19 09:43:02.216222,24.94,5.702300839726369
2024-08-19 09:43:02.226222,24.88,5.702724519111147
2024-08-19 09:43:02.234755,24.915,5.701453480956812
2024-08-19 09:43:02.244755,24.88,5.701029801572035
2024-08-19 09:43:02.254755,24.945,5.693403572646032
2024-08-19 09:43:02.264755,24.905,5.702300839726369
2024-08-19 09:43:02.280382,24.91,5.694674610800366
2024-08-19 09:43:02.290382,24.95,5.707808671728482
2024-08-19 09:43:02.300382,24.925,5.700182442802479
2024-08-19 09:43:02.305195,24.865,5.699335084032922
2024-08-19 09:43:02.315195,24.925,5.707808671728482
2024-08-19 09:43:02.325195,24.94,5.703148198495925
2024-08-19 09:43:02.331602,24.95,5.706961312958926
2024-08-19 09:43:02.341602,24.92,5.699758763417701
2024-08-19 09:43:02.351602,24.9,5.6955219695699215
2024-08-19 09:43:02.361602,24.885,5.701453480956812
2024-08-19 09:43:02.375522,24.89,5.694250931415588
2024-08-19 09:43:02.385522,24.895,5.694250931415588
2024-08-19 09:43:02.395522,24.895,5.705690274804592
2024-08-19 09:43:02.399491,24.96,5.697216687109034
2024-08-19 09:43:02.409491,24.85,5.700182442802479
2024-08-19 09:43:02.419491,24.905,5.697216687109034
2024-08-19 09:43:02.447601,24.985,5.701877160341591
2024-08-19 09:43:02.453362,24.87,5.701453480956812
2024-08-19 09:43:02.457601,24.975,5.700182442802479
2024-08-19 09:43:02.463362,24.915,5.695098290185144
2024-08-19 09:43:02.473362,24.905,5.694250931415588
2024-08-19 09:43:02.483362,24.925,5.6967930077242555
2024-08-19 09:43:02.495037,24.91,5.692556213876475
2024-08-19 09:43:02.505037,24.925,5.701029801572035
2024-08-19 09:43:02.515037,24.915,5.698911404648145
2024-08-19 09:43:02.519949,24.935,5.6967930077242555
2024-08-19 09:43:02.529949,24.895,5.6967930077242555
2024-08-19 09:43:02.539949,24.915,5.693403572646032
2024-08-19 09:43:02.549949,24.915,5.696369328339477
2024-08-19 09:43:02.562470,24.895,5.6955219695699215
2024-08-19 09:43:02.572470,24.935,5.699758763417701
2024-08-19 09:43:02.582542,24.92,5.699335084032922
2024-08-19 09:43:02.592542,24.905,5.698487725263367
2024-08-19 09:43:02.602542,24.885,5.6874720612591405
2024-08-19 09:43:02.612542,24.88,5.701453480956812
2024-08-19 09:43:02.632741,25.0,5.698911404648145
2024-08-19 09:43:02.642741,24.965,5.701029801572035
2024-08-19 09:43:02.646754,24.95,5.702300839726369
2024-08-19 09:43:02.656754,24.94,5.700182442802479
2024-08-19 09:43:02.666754,24.975,5.701453480956812
2024-08-19 09:43:02.675377,24.95,5.699335084032922
2024-08-19 09:43:02.685377,24.925,5.702724519111147
2024-08-19 09:43:02.695377,24.945,5.698487725263367
2024-08-19 09:43:02.705377,24.905,5.704419236650258
2024-08-19 09:43:02.709887,25.005,5.6967930077242555
2024-08-19 09:43:02.719887,24.99,5.704419236650258
2024-08-19 09:43:02.729887,25.01,5.697216687109034
2024-08-19 09:43:02.748897,24.995,5.698911404648145
2024-08-19 09:43:02.758897,24.945,5.693403572646032
2024-08-19 09:43:02.768897,24.895,5.697216687109034
2024-08-19 09:43:02.783159,24.945,5.692556213876475
2024-08-19 09:43:02.793159,24.925,5.6955219695699215
2024-08-19 09:43:02.800662,24.985,5.694250931415588
2024-08-19 09:43:02.803159,24.97,5.699335084032922
2024-08-19 09:43:02.810662,24.95,5.69382725203081
2024-08-19 09:43:02.820662,24.95,5.705690274804592
2024-08-19 09:43:02.830678,24.955,5.69382725203081
2024-08-19 09:43:02.840678,24.94,5.6967930077242555
2024-08-19 09:43:02.850678,24.895,5.695945648954699
2024-08-19 09:43:02.860678,24.96,5.703571877880703
2024-08-19 09:43:02.868193,24.935,5.692979893261253
2024-08-19 09:43:02.878193,24.965,5.710350748037149
2024-08-19 09:43:02.888193,24.945,5.696369328339477
2024-08-19 09:43:02.898191,24.965,5.7048429160350365
2024-08-19 09:43:02.908191,24.93,5.698911404648145
2024-08-19 09:43:02.918191,24.885,5.699335084032922
2024-08-19 09:43:02.929701,24.985,5.694250931415588
